lista_mex,anio_catalogo,descrip,cambio_vs_anio_previo
27A,2010,Enfermedad cardíaca hipertensiva,False
27A,2011,Enfermedad cardíaca hipertensiva,False
27A,2012,Enfermedad cardíaca hipertensiva,False
27A,2013,Enfermedad cardíaca hipertensiva,False
27A,2014,Enfermedad cardíaca hipertensiva,False
27A,2015,Enfermedad cardíaca hipertensiva,False
27A,2016,Enfermedad cardíaca hipertensiva,False
27A,2017,Enfermedad cardíaca hipertensiva,False
27A,2018,Enfermedad cardíaca hipertensiva,False
27A,2019,Enfermedad cardíaca hipertensiva,False
27A,2020,Enfermedad cardíaca hipertensiva,False
27A,2021,Enfermedad cardíaca hipertensiva,False
27A,2022,Enfermedad cardíaca hipertensiva,False
27A,2023,Enfermedad cardíaca hipertensiva,False
27A,2024,Enfermedad cardíaca hipertensiva,False
27B,2005,Hipertensión esencial,
27B,2006,Hipertensión esencial,False
27B,2007,Hipertensión esencial,False
27B,2008,Hipertensión esencial,False
27B,2009,Hipertensión esencial,False
27B,2010,Hipertensión esencial,False
27B,2011,Hipertensión esencial,False
27B,2012,Hipertensión esencial,False
27B,2013,Hipertensión esencial,False
27B,2014,Hipertensión esencial,False
27B,2015,Hipertensión esencial,False
27B,2016,Hipertensión esencial,False
27B,2017,Hipertensión esencial,False
27B,2018,Hipertensión esencial,False
27B,2019,Hipertensión esencial,False
27B,2020,Hipertensión esencial,False
27B,2021,Hipertensión esencial,False
27B,2022,Hipertensión esencial,False
27B,2023,Hipertensión esencial,False
27B,2024,Hipertensión esencial,False
27Z,2005,Las demás enfermedades hipertensivas,
27Z,2006,Las demás enfermedades hipertensivas,False
27Z,2007,Las demás enfermedades hipertensivas,False
27Z,2008,Las demás enfermedades hipertensivas,False
27Z,2009,Las demás enfermedades hipertensivas,False
27Z,2010,Las demás enfermedades hipertensivas,False
27Z,2011,Las demás enfermedades hipertensivas,False
27Z,2012,Las demás enfermedades hipertensivas,False
27Z,2013,Las demás enfermedades hipertensivas,False
27Z,2014,Las demás enfermedades hipertensivas,False
27Z,2015,Las demás enfermedades hipertensivas,False
27Z,2016,Las demás enfermedades hipertensivas,False
27Z,2017,Las demás enfermedades hipertensivas,False
27Z,2018,Las demás enfermedades hipertensivas,False
27Z,2019,Las demás enfermedades hipertensivas,False
27Z,2020,Las demás enfermedades hipertensivas,False
27Z,2021,Las demás enfermedades hipertensivas,False
27Z,2022,Las demás enfermedades hipertensivas,False
27Z,2023,Las demás enfermedades hipertensivas,False
27Z,2024,Las demás enfermedades hipertensivas,False
28,2005,Enfermedades isquémicas del corazón,
28,2006,Enfermedades isquémicas del corazón,False
28,2007,Enfermedades isquémicas del corazón,False
28,2008,Enfermedades isquémicas del corazón,False
28,2009,Enfermedades isquémicas del corazón,False
28,2010,Enfermedades isquémicas del corazón,False
28,2011,Enfermedades isquémicas del corazón,False
28,2012,Enfermedades isquémicas del corazón,False
28,2013,Enfermedades isquémicas del corazón,False
28,2014,Enfermedades isquémicas del corazón,False
28,2015,Enfermedades isquémicas del corazón,False
28,2016,Enfermedades isquémicas del corazón,False
28,2017,Enfermedades isquémicas del corazón,False
28,2018,Enfermedades isquémicas del corazón,False
28,2019,Enfermedades isquémicas del corazón,False
28,2020,Enfermedades isquémicas del corazón,False
28,2021,Enfermedades isquémicas del corazón,False
28,2022,Enfermedades isquémicas del corazón,False
28,2023,Enfermedades isquémicas del corazón,False
28,2024,Enfermedades isquémicas del corazón,False
28A,2005,Infarto agudo del miocardio,
28A,2006,Infarto agudo del miocardio,False
28A,2007,Infarto agudo del miocardio,False
28A,2008,Infarto agudo del miocardio,False
28A,2009,Infarto agudo del miocardio,False
28A,2010,Infarto agudo del miocardio,False
28A,2011,Infarto agudo del miocardio,False
28A,2012,Infarto agudo del miocardio,False
28A,2013,Infarto agudo del miocardio,False
28A,2014,Infarto agudo del miocardio,False
28A,2015,Infarto agudo del miocardio,False
28A,2016,Infarto agudo del miocardio,False
28A,2017,Infarto agudo del miocardio,False
28A,2018,Infarto agudo del miocardio,False
28A,2019,Infarto agudo del miocardio,False
28A,2020,Infarto agudo del miocardio,False
28A,2021,Infarto agudo del miocardio,False
28A,2022,Infarto agudo del miocardio,False
28A,2023,Infarto agudo del miocardio,False
28A,2024,Infarto agudo del miocardio,False
28Z,2005,Las demás enfermedades isquémicas del corazón,
28Z,2006,Las demás enfermedades isquémicas del corazón,False
28Z,2007,Las demás enfermedades isquémicas del corazón,False
28Z,2008,Las demás enfermedades isquémicas del corazón,False
28Z,2009,Las demás enfermedades isquémicas del corazón,False
28Z,2010,Las demás enfermedades isquémicas del corazón,False
28Z,2011,Las demás enfermedades isquémicas del corazón,False
28Z,2012,Las demás enfermedades isquémicas del corazón,False
28Z,2013,Las demás enfermedades isquémicas del corazón,False
28Z,2014,Las demás enfermedades isquémicas del corazón,False
28Z,2015,Las demás enfermedades isquémicas del corazón,False
28Z,2016,Las demás enfermedades isquémicas del corazón,False
28Z,2017,Las demás enfermedades isquémicas del corazón,False
28Z,2018,Las demás enfermedades isquémicas del corazón,False
28Z,2019,Las demás enfermedades isquémicas del corazón,False
28Z,2020,Las demás enfermedades isquémicas del corazón,False
28Z,2021,Las demás enfermedades isquémicas del corazón,False
28Z,2022,Las demás enfermedades isquémicas del corazón,False
28Z,2023,Las demás enfermedades isquémicas del corazón,False
28Z,2024,Las demás enfermedades isquémicas del corazón,False
29,2005,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,
29,2006,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2007,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2008,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2009,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2010,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2011,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2012,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2013,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2014,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2015,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2016,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2017,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2018,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2019,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2020,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2021,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2022,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2023,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29,2024,Enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29A,2005,Embolia pulmonar,
29A,2006,Embolia pulmonar,False
29A,2007,Embolia pulmonar,False
29A,2008,Embolia pulmonar,False
29A,2009,Embolia pulmonar,False
29A,2010,Embolia pulmonar,False
29A,2011,Embolia pulmonar,False
29A,2012,Embolia pulmonar,False
29A,2013,Embolia pulmonar,False
29A,2014,Embolia pulmonar,False
29A,2015,Embolia pulmonar,False
29A,2016,Embolia pulmonar,False
29A,2017,Embolia pulmonar,False
29A,2018,Embolia pulmonar,False
29A,2019,Embolia pulmonar,False
29A,2020,Embolia pulmonar,False
29A,2021,Embolia pulmonar,False
29A,2022,Embolia pulmonar,False
29A,2023,Embolia pulmonar,False
29A,2024,Embolia pulmonar,False
29B,2005,Trastornos de la conducción y arritmias cardíacas,
29B,2006,Trastornos de la conducción y arritmias cardíacas,False
29B,2007,Trastornos de la conducción y arritmias cardíacas,False
29B,2008,Trastornos de la conducción y arritmias cardíacas,False
29B,2009,Trastornos de la conducción y arritmias cardíacas,False
29B,2010,Trastornos de la conducción y arritmias cardíacas,False
29B,2011,Trastornos de la conducción y arritmias cardíacas,False
29B,2012,Trastornos de la conducción y arritmias cardíacas,False
29B,2013,Trastornos de la conducción y arritmias cardíacas,False
29B,2014,Trastornos de la conducción y arritmias cardíacas,False
29B,2015,Trastornos de la conducción y arritmias cardíacas,False
29B,2016,Trastornos de la conducción y arritmias cardíacas,False
29B,2017,Trastornos de la conducción y arritmias cardíacas,False
29B,2018,Trastornos de la conducción y arritmias cardíacas,False
29B,2019,Trastornos de la conducción y arritmias cardíacas,False
29B,2020,Trastornos de la conducción y arritmias cardíacas,False
29B,2021,Trastornos de la conducción y arritmias cardíacas,False
29B,2022,Trastornos de la conducción y arritmias cardíacas,False
29B,2023,Trastornos de la conducción y arritmias cardíacas,False
29B,2024,Trastornos de la conducción y arritmias cardíacas,False
29C,2005,Paro cardíaco,
29C,2006,Paro cardíaco,False
29C,2007,Paro cardíaco,False
29C,2008,Paro cardíaco,False
29C,2009,Paro cardíaco,False
29C,2010,Paro cardíaco,False
29C,2011,Paro cardíaco,False
29C,2012,Paro cardíaco,False
29C,2013,Paro cardíaco,False
29C,2014,Paro cardíaco,False
29C,2015,Paro cardíaco,False
29C,2016,Paro cardíaco,False
29C,2017,Paro cardíaco,False
29C,2018,Paro cardíaco,False
29C,2019,Paro cardíaco,False
29C,2020,Paro cardíaco,False
29C,2021,Paro cardíaco,False
29C,2022,Paro cardíaco,False
29C,2023,Paro cardíaco,False
29C,2024,Paro cardíaco,False
29D,2005,Insuficiencia cardíaca,
29D,2006,Insuficiencia cardíaca,False
29D,2007,Insuficiencia cardíaca,False
29D,2008,Insuficiencia cardíaca,False
29D,2009,Insuficiencia cardíaca,False
29D,2010,Insuficiencia cardíaca,False
29D,2011,Insuficiencia cardíaca,False
29D,2012,Insuficiencia cardíaca,False
29D,2013,Insuficiencia cardíaca,False
29D,2014,Insuficiencia cardíaca,False
29D,2015,Insuficiencia cardíaca,False
29D,2016,Insuficiencia cardíaca,False
29D,2017,Insuficiencia cardíaca,False
29D,2018,Insuficiencia cardíaca,False
29D,2019,Insuficiencia cardíaca,False
29D,2020,Insuficiencia cardíaca,False
29D,2021,Insuficiencia cardíaca,False
29D,2022,Insuficiencia cardíaca,False
29D,2023,Insuficiencia cardíaca,False
29D,2024,Insuficiencia cardíaca,False
29Z,2005,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,
29Z,2006,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2007,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2008,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2009,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2010,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2011,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2012,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2013,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2014,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2015,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2016,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2017,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2018,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2019,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2020,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2021,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2022,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2023,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
29Z,2024,Las demás enfermedades de la circulación pulmonar y otras enfermedades del corazón,False
30,2005,Enfermedades cerebrovasculares,
30,2006,Enfermedades cerebrovasculares,False
30,2007,Enfermedades cerebrovasculares,False
30,2008,Enfermedades cerebrovasculares,False
30,2009,Enfermedades cerebrovasculares,False
30,2010,Enfermedades cerebrovasculares,False
30,2011,Enfermedades cerebrovasculares,False
30,2012,Enfermedades cerebrovasculares,False
30,2013,Enfermedades cerebrovasculares,False
30,2014,Enfermedades cerebrovasculares,False
30,2015,Enfermedades cerebrovasculares,False
30,2016,Enfermedades cerebrovasculares,False
30,2017,Enfermedades cerebrovasculares,False
30,2018,Enfermedades cerebrovasculares,False
30,2019,Enfermedades cerebrovasculares,False
30,2020,Enfermedades cerebrovasculares,False
30,2021,Enfermedades cerebrovasculares,False
30,2022,Enfermedades cerebrovasculares,False
30,2023,Enfermedades cerebrovasculares,False
30,2024,Enfermedades cerebrovasculares,False
30A,2005,Hemorragia subaracnoidea,
30A,2006,Hemorragia subaracnoidea,False
30A,2007,Hemorragia subaracnoidea,False
30A,2008,Hemorragia subaracnoidea,False
30A,2009,Hemorragia subaracnoidea,False
30A,2010,Hemorragia subaracnoidea,False
30A,2011,Hemorragia subaracnoidea,False
30A,2012,Hemorragia subaracnoidea,False
30A,2013,Hemorragia subaracnoidea,False
30A,2014,Hemorragia subaracnoidea,False
30A,2015,Hemorragia subaracnoidea,False
30A,2016,Hemorragia subaracnoidea,False
30A,2017,Hemorragia subaracnoidea,False
30A,2018,Hemorragia subaracnoidea,False
30A,2019,Hemorragia subaracnoidea,False
30A,2020,Hemorragia subaracnoidea,False
30A,2021,Hemorragia subaracnoidea,False
30A,2022,Hemorragia subaracnoidea,False
30A,2023,Hemorragia subaracnoidea,False
30A,2024,Hemorragia subaracnoidea,False
30B,2005,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,
30B,2006,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2007,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2008,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2009,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2010,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2011,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2012,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2013,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2014,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2015,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2016,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2017,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2018,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2019,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2020,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2021,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2022,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2023,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30B,2024,Hemorragia intraencefálica y otras hemorragias intracraneales no traumáticas,False
30C,2005,Infarto cerebral,
30C,2006,Infarto cerebral,False
30C,2007,Infarto cerebral,False
30C,2008,Infarto cerebral,False
30C,2009,Infarto cerebral,False
30C,2010,Infarto cerebral,False
30C,2011,Infarto cerebral,False
30C,2012,Infarto cerebral,False
30C,2013,Infarto cerebral,False
30C,2014,Infarto cerebral,False
30C,2015,Infarto cerebral,False
30C,2016,Infarto cerebral,False
30C,2017,Infarto cerebral,False
30C,2018,Infarto cerebral,False
30C,2019,Infarto cerebral,False
30C,2020,Infarto cerebral,False
30C,2021,Infarto cerebral,False
30C,2022,Infarto cerebral,False
30C,2023,Infarto cerebral,False
30C,2024,Infarto cerebral,False
30D,2005,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,
30D,2006,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2007,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2008,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2009,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2010,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2011,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2012,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2013,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2014,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2015,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2016,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2017,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2018,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2019,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2020,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2021,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2022,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2023,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30D,2024,Accidente vascular encefálico agudo no especificado como hemorrágico o isquémico,False
30E,2005,Aterosclerosis cerebral,
30E,2006,Aterosclerosis cerebral,False
30E,2007,Aterosclerosis cerebral,False
30E,2008,Aterosclerosis cerebral,False
30E,2009,Aterosclerosis cerebral,False
30E,2010,Aterosclerosis cerebral,False
30E,2011,Aterosclerosis cerebral,False
30E,2012,Aterosclerosis cerebral,False
30E,2013,Aterosclerosis cerebral,False
30E,2014,Aterosclerosis cerebral,False
30E,2015,Aterosclerosis cerebral,False
30E,2016,Aterosclerosis cerebral,False
30E,2017,Aterosclerosis cerebral,False
30E,2018,Aterosclerosis cerebral,False
30E,2019,Aterosclerosis cerebral,False
30E,2020,Aterosclerosis cerebral,False
30E,2021,Aterosclerosis cerebral,False
30E,2022,Aterosclerosis cerebral,False
30E,2023,Aterosclerosis cerebral,False
30E,2024,Aterosclerosis cerebral,False
30F,2005,Secuelas de enfermedad cerebrovascular,
30F,2006,Secuelas de enfermedad cerebrovascular,False
30F,2007,Secuelas de enfermedad cerebrovascular,False
30F,2008,Secuelas de enfermedad cerebrovascular,False
30F,2009,Secuelas de enfermedad cerebrovascular,False
30F,2010,Secuelas de enfermedad cerebrovascular,False
30F,2011,Secuelas de enfermedad cerebrovascular,False
30F,2012,Secuelas de enfermedad cerebrovascular,False
30F,2013,Secuelas de enfermedad cerebrovascular,False
30F,2014,Secuelas de enfermedad cerebrovascular,False
30F,2015,Secuelas de enfermedad cerebrovascular,False
30F,2016,Secuelas de enfermedad cerebrovascular,False
30F,2017,Secuelas de enfermedad cerebrovascular,False
30F,2018,Secuelas de enfermedad cerebrovascular,False
30F,2019,Secuelas de enfermedad cerebrovascular,False
30F,2020,Secuelas de enfermedad cerebrovascular,False
30F,2021,Secuelas de enfermedad cerebrovascular,False
30F,2022,Secuelas de enfermedad cerebrovascular,False
30F,2023,Secuelas de enfermedad cerebrovascular,False
30F,2024,Secuelas de enfermedad cerebrovascular,False
30Z,2005,Otras enfermedades cerebrovasculares,
30Z,2006,Otras enfermedades cerebrovasculares,False
30Z,2007,Otras enfermedades cerebrovasculares,False
30Z,2008,Otras enfermedades cerebrovasculares,False
30Z,2009,Otras enfermedades cerebrovasculares,False
30Z,2010,Otras enfermedades cerebrovasculares,False
30Z,2011,Otras enfermedades cerebrovasculares,False
30Z,2012,Otras enfermedades cerebrovasculares,False
30Z,2013,Otras enfermedades cerebrovasculares,False
30Z,2014,Otras enfermedades cerebrovasculares,False
30Z,2015,Otras enfermedades cerebrovasculares,False
30Z,2016,Otras enfermedades cerebrovasculares,False
30Z,2017,Otras enfermedades cerebrovasculares,False
30Z,2018,Otras enfermedades cerebrovasculares,False
30Z,2019,Otras enfermedades cerebrovasculares,False
30Z,2020,Otras enfermedades cerebrovasculares,False
30Z,2021,Otras enfermedades cerebrovasculares,False
30Z,2022,Otras enfermedades cerebrovasculares,False
30Z,2023,Otras enfermedades cerebrovasculares,False
30Z,2024,Otras enfermedades cerebrovasculares,False
31,2005,Otras enfermedades del aparato circulatorio,
31,2006,Otras enfermedades del aparato circulatorio,False
31,2007,Otras enfermedades del aparato circulatorio,False
31,2008,Otras enfermedades del aparato circulatorio,False
31,2009,Otras enfermedades del aparato circulatorio,False
31,2010,Otras enfermedades del aparato circulatorio,False
31,2011,Otras enfermedades del aparato circulatorio,False
31,2012,Otras enfermedades del aparato circulatorio,False
31,2013,Otras enfermedades del aparato circulatorio,False
31,2014,Otras enfermedades del aparato circulatorio,False
31,2015,Otras enfermedades del aparato circulatorio,False
31,2016,Otras enfermedades del aparato circulatorio,False
31,2017,Otras enfermedades del aparato circulatorio,False
31,2018,Otras enfermedades del aparato circulatorio,False
31,2019,Otras enfermedades del aparato circulatorio,False
31,2020,Otras enfermedades del aparato circulatorio,False
31,2021,Otras enfermedades del aparato circulatorio,False
31,2022,Otras enfermedades del aparato circulatorio,False
31,2023,Otras enfermedades del aparato circulatorio,False
31,2024,Otras enfermedades del aparato circulatorio,False
31A,2005,Aterosclerosis,
31A,2006,Aterosclerosis,False
31A,2007,Aterosclerosis,False
31A,2008,Aterosclerosis,False
31A,2009,Aterosclerosis,False
31A,2010,Aterosclerosis,False
31A,2011,Aterosclerosis,False
31A,2012,Aterosclerosis,False
31A,2013,Aterosclerosis,False
31A,2014,Aterosclerosis,False
31A,2015,Aterosclerosis,False
31A,2016,Aterosclerosis,False
31A,2017,Aterosclerosis,False
31A,2018,Aterosclerosis,False
31A,2019,Aterosclerosis,False
31A,2020,Aterosclerosis,False
31A,2021,Aterosclerosis,False
31A,2022,Aterosclerosis,False
31A,2023,Aterosclerosis,False
31A,2024,Aterosclerosis,False
31B,2005,Otras enfermedades vasculares periféricas,
31B,2006,Otras enfermedades vasculares periféricas,False
31B,2007,Otras enfermedades vasculares periféricas,False
31B,2008,Otras enfermedades vasculares periféricas,False
31B,2009,Otras enfermedades vasculares periféricas,False
31B,2010,Otras enfermedades vasculares periféricas,False
31B,2011,Otras enfermedades vasculares periféricas,False
31B,2012,Otras enfermedades vasculares periféricas,False
31B,2013,Otras enfermedades vasculares periféricas,False
31B,2014,Otras enfermedades vasculares periféricas,False
31B,2015,Otras enfermedades vasculares periféricas,False
31B,2016,Otras enfermedades vasculares periféricas,False
31B,2017,Otras enfermedades vasculares periféricas,False
31B,2018,Otras enfermedades vasculares periféricas,False
31B,2019,Otras enfermedades vasculares periféricas,False
31B,2020,Otras enfermedades vasculares periféricas,False
31B,2021,Otras enfermedades vasculares periféricas,False
31B,2022,Otras enfermedades vasculares periféricas,False
31B,2023,Otras enfermedades vasculares periféricas,False
31B,2024,Otras enfermedades vasculares periféricas,False
31C,2005,Embolia y trombosis arteriales,
31C,2006,Embolia y trombosis arteriales,False
31C,2007,Embolia y trombosis arteriales,False
31C,2008,Embolia y trombosis arteriales,False
31C,2009,Embolia y trombosis arteriales,False
31C,2010,Embolia y trombosis arteriales,False
31C,2011,Embolia y trombosis arteriales,False
31C,2012,Embolia y trombosis arteriales,False
31C,2013,Embolia y trombosis arteriales,False
31C,2014,Embolia y trombosis arteriales,False
31C,2015,Embolia y trombosis arteriales,False
31C,2016,Embolia y trombosis arteriales,False
31C,2017,Embolia y trombosis arteriales,False
31C,2018,Embolia y trombosis arteriales,False
31C,2019,Embolia y trombosis arteriales,False
31C,2020,Embolia y trombosis arteriales,False
31C,2021,Embolia y trombosis arteriales,False
31C,2022,Embolia y trombosis arteriales,False
31C,2023,Embolia y trombosis arteriales,False
31C,2024,Embolia y trombosis arteriales,False
31D,2005,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",
31D,2006,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2007,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2008,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2009,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2010,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2011,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2012,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2013,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2014,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2015,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2016,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2017,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2018,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2019,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2020,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2021,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2022,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2023,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31D,2024,"Otras enfermedades de las arterias, las arteriolas y los vasos capilares",False
31E,2005,"Flebitis, tromboflebitis, embolias y trombosis venosas",
31E,2006,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2007,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2008,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2009,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2010,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2011,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2012,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2013,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2014,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2015,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2016,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2017,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2018,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2019,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2020,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2021,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2022,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2023,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31E,2024,"Flebitis, tromboflebitis, embolias y trombosis venosas",False
31F,2005,Venas varicosas de los miembros inferiores,
31F,2006,Venas varicosas de los miembros inferiores,False
31F,2007,Venas varicosas de los miembros inferiores,False
31F,2008,Venas varicosas de los miembros inferiores,False
31F,2009,Venas varicosas de los miembros inferiores,False
31F,2010,Venas varicosas de los miembros inferiores,False
31F,2011,Venas varicosas de los miembros inferiores,False
31F,2012,Venas varicosas de los miembros inferiores,False
31F,2013,Venas varicosas de los miembros inferiores,False
31F,2014,Venas varicosas de los miembros inferiores,False
31F,2015,Venas varicosas de los miembros inferiores,False
31F,2016,Venas varicosas de los miembros inferiores,False
31F,2017,Venas varicosas de los miembros inferiores,False
31F,2018,Venas varicosas de los miembros inferiores,False
31F,2019,Venas varicosas de los miembros inferiores,False
31F,2020,Venas varicosas de los miembros inferiores,False
31F,2021,Venas varicosas de los miembros inferiores,False
31F,2022,Venas varicosas de los miembros inferiores,False
31F,2023,Venas varicosas de los miembros inferiores,False
31F,2024,Venas varicosas de los miembros inferiores,False
31G,2005,Hemorroides,
31G,2006,Hemorroides,False
31G,2007,Hemorroides,False
